NAME,median_home_value,state,county,tract,GEOID
Census Tract 345.01; Philadelphia County; Pennsylvania,321000.0,42,101,034501,42101034501
Census Tract 345.02; Philadelphia County; Pennsylvania,230400.0,42,101,034502,42101034502
Census Tract 346; Philadelphia County; Pennsylvania,-666666666.0,42,101,034600,42101034600
Census Tract 347.01; Philadelphia County; Pennsylvania,246700.0,42,101,034701,42101034701
Census Tract 347.02; Philadelphia County; Pennsylvania,268100.0,42,101,034702,42101034702
Census Tract 348.01; Philadelphia County; Pennsylvania,204000.0,42,101,034801,42101034801
Census Tract 348.02; Philadelphia County; Pennsylvania,275900.0,42,101,034802,42101034802
Census Tract 348.03; Philadelphia County; Pennsylvania,256000.0,42,101,034803,42101034803
Census Tract 349; Philadelphia County; Pennsylvania,171800.0,42,101,034900,42101034900
Census Tract 351; Philadelphia County; Pennsylvania,222300.0,42,101,035100,42101035100
Census Tract 352; Philadelphia County; Pennsylvania,279700.0,42,101,035200,42101035200
Census Tract 353.01; Philadelphia County; Pennsylvania,257600.0,42,101,035301,42101035301
Census Tract 353.02; Philadelphia County; Pennsylvania,275600.0,42,101,035302,42101035302
Census Tract 355; Philadelphia County; Pennsylvania,295300.0,42,101,035500,42101035500
Census Tract 356.01; Philadelphia County; Pennsylvania,288800.0,42,101,035601,42101035601
Census Tract 356.02; Philadelphia County; Pennsylvania,332400.0,42,101,035602,42101035602
Census Tract 357.01; Philadelphia County; Pennsylvania,262100.0,42,101,035701,42101035701
Census Tract 357.02; Philadelphia County; Pennsylvania,276000.0,42,101,035702,42101035702
Census Tract 358; Philadelphia County; Pennsylvania,308700.0,42,101,035800,42101035800
Census Tract 359; Philadelphia County; Pennsylvania,287100.0,42,101,035900,42101035900
Census Tract 360; Philadelphia County; Pennsylvania,297900.0,42,101,036000,42101036000
Census Tract 361; Philadelphia County; Pennsylvania,263100.0,42,101,036100,42101036100
Census Tract 362.01; Philadelphia County; Pennsylvania,239200.0,42,101,036201,42101036201
Census Tract 362.02; Philadelphia County; Pennsylvania,261100.0,42,101,036202,42101036202
Census Tract 362.03; Philadelphia County; Pennsylvania,266000.0,42,101,036203,42101036203
Census Tract 363.01; Philadelphia County; Pennsylvania,255700.0,42,101,036301,42101036301
Census Tract 363.02; Philadelphia County; Pennsylvania,223100.0,42,101,036302,42101036302
Census Tract 363.03; Philadelphia County; Pennsylvania,268500.0,42,101,036303,42101036303
Census Tract 364; Philadelphia County; Pennsylvania,421500.0,42,101,036400,42101036400
Census Tract 365.01; Philadelphia County; Pennsylvania,315000.0,42,101,036501,42101036501
Census Tract 365.02; Philadelphia County; Pennsylvania,318300.0,42,101,036502,42101036502
Census Tract 366; Philadelphia County; Pennsylvania,505900.0,42,101,036600,42101036600
Census Tract 367; Philadelphia County; Pennsylvania,621400.0,42,101,036700,42101036700
Census Tract 369.01; Philadelphia County; Pennsylvania,-666666666.0,42,101,036901,42101036901
Census Tract 369.02; Philadelphia County; Pennsylvania,-666666666.0,42,101,036902,42101036902
Census Tract 372; Philadelphia County; Pennsylvania,282000.0,42,101,037200,42101037200
Census Tract 373; Philadelphia County; Pennsylvania,440300.0,42,101,037300,42101037300
Census Tract 375; Philadelphia County; Pennsylvania,251900.0,42,101,037500,42101037500
Census Tract 376; Philadelphia County; Pennsylvania,384500.0,42,101,037600,42101037600
Census Tract 377; Philadelphia County; Pennsylvania,204200.0,42,101,037700,42101037700
Census Tract 378; Philadelphia County; Pennsylvania,277400.0,42,101,037800,42101037800
Census Tract 379; Philadelphia County; Pennsylvania,218200.0,42,101,037900,42101037900
Census Tract 380; Philadelphia County; Pennsylvania,149000.0,42,101,038000,42101038000
Census Tract 381; Philadelphia County; Pennsylvania,99200.0,42,101,038100,42101038100
Census Tract 382; Philadelphia County; Pennsylvania,92900.0,42,101,038200,42101038200
Census Tract 383.01; Philadelphia County; Pennsylvania,73300.0,42,101,038301,42101038301
Census Tract 384; Philadelphia County; Pennsylvania,341800.0,42,101,038400,42101038400
Census Tract 385; Philadelphia County; Pennsylvania,746900.0,42,101,038500,42101038500
Census Tract 386; Philadelphia County; Pennsylvania,784600.0,42,101,038600,42101038600
Census Tract 387; Philadelphia County; Pennsylvania,656100.0,42,101,038700,42101038700
Census Tract 388; Philadelphia County; Pennsylvania,376700.0,42,101,038800,42101038800
Census Tract 389; Philadelphia County; Pennsylvania,249200.0,42,101,038900,42101038900
Census Tract 390.01; Philadelphia County; Pennsylvania,142700.0,42,101,039001,42101039001
Census Tract 390.02; Philadelphia County; Pennsylvania,188000.0,42,101,039002,42101039002
Census Tract 391; Philadelphia County; Pennsylvania,112000.0,42,101,039100,42101039100
Census Tract 9800.01; Philadelphia County; Pennsylvania,-666666666.0,42,101,980001,42101980001
Census Tract 9800.02; Philadelphia County; Pennsylvania,-666666666.0,42,101,980002,42101980002
Census Tract 9800.03; Philadelphia County; Pennsylvania,-666666666.0,42,101,980003,42101980003
Census Tract 9801; Philadelphia County; Pennsylvania,601900.0,42,101,980100,42101980100
Census Tract 9802; Philadelphia County; Pennsylvania,-666666666.0,42,101,980200,42101980200
Census Tract 9803; Philadelphia County; Pennsylvania,-666666666.0,42,101,980300,42101980300
Census Tract 9804; Philadelphia County; Pennsylvania,-666666666.0,42,101,980400,42101980400
Census Tract 9805; Philadelphia County; Pennsylvania,-666666666.0,42,101,980500,42101980500
Census Tract 9806; Philadelphia County; Pennsylvania,-666666666.0,42,101,980600,42101980600
Census Tract 9807.01; Philadelphia County; Pennsylvania,-666666666.0,42,101,980701,42101980701
Census Tract 9807.02; Philadelphia County; Pennsylvania,-666666666.0,42,101,980702,42101980702
Census Tract 9808; Philadelphia County; Pennsylvania,-666666666.0,42,101,980800,42101980800
Census Tract 9809.01; Philadelphia County; Pennsylvania,-666666666.0,42,101,980901,42101980901
Census Tract 9809.02; Philadelphia County; Pennsylvania,-666666666.0,42,101,980902,42101980902
Census Tract 9809.03; Philadelphia County; Pennsylvania,-666666666.0,42,101,980903,42101980903
Census Tract 9809.04; Philadelphia County; Pennsylvania,-666666666.0,42,101,980904,42101980904
Census Tract 9809.05; Philadelphia County; Pennsylvania,-666666666.0,42,101,980905,42101980905
Census Tract 9809.06; Philadelphia County; Pennsylvania,-666666666.0,42,101,980906,42101980906
Census Tract 9891; Philadelphia County; Pennsylvania,-666666666.0,42,101,989100,42101989100
Census Tract 9892; Philadelphia County; Pennsylvania,-666666666.0,42,101,989200,42101989200
Census Tract 9893; Philadelphia County; Pennsylvania,-666666666.0,42,101,989300,42101989300
